id,created_at,text
1.216E+18,11/01/2020 14:29,"Now the Radical Left, Do Nothing Democrats, are asking @senatemajldr Mitch McConnell to do the job that they were unable to do. They proved NOTHING but my total innocence in the House, despite the most unfair &amp; biased hearings in the history of Congress. Now they demand fairness!"
1.21601E+18,11/01/2020 14:35,"95% Approval Rating in the Republican Party, a record. 53% Approval Rating overall (can we add 7 to 10 percent because of the Trump “thing?”). Thank you!"
1.21611E+18,11/01/2020 21:46,به مردم شجاع و رنج کشیده ایران: من از ابتدای دوره ریاست جمهوریم با شما ایستاده‌ام و دولت من همچنان با شما خواهد ایستاد. ما اعتراضات شما را از نزدیک دنبال می کنیم. شجاعت شما الهام بخش است.
1.21612E+18,11/01/2020 22:11,"The government of Iran must allow human rights groups to monitor and report facts from the ground on the ongoing protests by the Iranian people. There can not be another massacre of peaceful protesters, nor an internet shutdown. The world is watching."
1.21613E+18,11/01/2020 22:50,دولت ایران باید به گروه‌های حقوق بشر اجازه بدهد حقیقت کنونی اعتراضات در جریان مردم ایران را نظارت کرده و گزارش بدهند. نباید شاهد کشتار دوباره ی معترضان مسالمت آمیز و یا قطع اینترنت باشیم. جهان نظاره گر این اتفاقات است.
1.21621E+18,12/01/2020 04:07,https://t.co/wBcidgZ2fK
1.21621E+18,12/01/2020 04:12,"I hope the House and Senate Democrats, in particular watch this. It is a classic. Thank you to @JudgeJeanine Pirro! https://t.co/O8P9J0CArF"
1.21621E+18,12/01/2020 04:19,"Thank you Rudy! @JudgeJeanine 
https://t.co/hk9yuQo4Nm"
1.21624E+18,12/01/2020 05:51,"RT @GOPLeader: Think of the contrast. ↴
While Democrats are trying to remove President Trump from office, the President is focused on remov…"
1.21635E+18,12/01/2020 13:09,RT @SenTomCotton: But the brave people of Iran are not fooled. They have no illusions about the evil men who rule them. As they yet again t…
1.21635E+18,12/01/2020 13:09,RT @SenTomCotton: The American left and media cover relentlessly for Iran’s murderous regime. They claim that staged mass rallies mean the…
1.21635E+18,12/01/2020 13:10,RT @SenTomCotton: The future of our Iran policy is critical to the global competition that will determine America’s safety and position in…
1.21635E+18,12/01/2020 13:13,Congratulations to the Great State of Tennessee. You’ve got yourselves a fantastic football team. Big WIN last night!
1.21635E+18,12/01/2020 13:28,Congratulations to @serenawilliams on another big win. She is a great player and an even greater person. Our members in Virginia (Tennis) will never forget you! https://t.co/55ZhYVTpUU
1.21636E+18,12/01/2020 13:48,"To the leaders of Iran - DO NOT KILL YOUR PROTESTERS. Thousands have already been killed or imprisoned by you, and the World is watching. More importantly, the USA is watching. Turn your internet back on and let reporters roam free! Stop the killing of your great Iranian people!"
1.21636E+18,12/01/2020 13:58,"George @GStephanopoulos, ask Crazy Nancy why she allowed Adam “Shifty” Schiff to totally make up my conversation with the Ukrainian President &amp; read his false words to Congress and the world, as though I said it? He got caught! Ask why hearing was most unfair &amp; biased in history?"
1.21636E+18,12/01/2020 14:06,John Kerry got caught essentially admitting that funds given ridiculously to Iran were used to fund attacks on the USA. Only a complete fool would have given that 150 Billion Dollars Plus to Iran. They then went on a Middle East Rampage! @foxandfriends @PeteHegseth
